Distance,High (GFP),High (TS1),High(TS2),Low (GFP),Low (TS1),Low (TS2)
-3,0.337864397,0.391915746,0.243750006,0.423673837,0.389197532,0.212322487
-2.9979995,0.337971807,0.392085014,0.24376451,0.42365119,0.389337758,0.212354883
-2.995999,0.338079217,0.392254281,0.243779015,0.423628543,0.389477984,0.21238728
-2.9939985,0.338186692,0.392423554,0.243793545,0.423605918,0.389618208,0.212419688
-2.991997999,0.338294239,0.392592872,0.24380798,0.423583231,0.389758483,0.212452159
-2.989997499,0.338401841,0.392762243,0.243822462,0.423559573,0.389899209,0.212485051
-2.987996999,0.338509731,0.392931666,0.243837074,0.423535924,0.390040437,0.212518089
-2.985996499,0.338617711,0.393101291,0.243851558,0.423512663,0.390181884,0.212551015
-2.983995999,0.338725623,0.393271272,0.243866389,0.423489887,0.390323449,0.212583996
-2.981995499,0.338832933,0.393441561,0.243881166,0.423467086,0.390465078,0.212616949
-2.979994999,0.338939899,0.393611873,0.243896013,0.423444034,0.390606894,0.212649949
-2.977994499,0.339047155,0.393782229,0.24391059,0.423421023,0.390748837,0.212683001
-2.975993998,0.339154924,0.393952618,0.243925419,0.423397609,0.39089105,0.212715992
-2.973993498,0.3392628,0.394123338,0.243940221,0.423373486,0.391033658,0.21274941
-2.971992998,0.339370614,0.394294238,0.243955011,0.423349591,0.391176557,0.212782909
-2.969992498,0.339478597,0.394465241,0.243969922,0.423325564,0.391319569,0.212816586
-2.967991998,0.339586598,0.394636248,0.24398484,0.423301807,0.391463034,0.212850515
-2.965991498,0.33969494,0.394807362,0.24399973,0.423278015,0.391606606,0.212884597
-2.963990998,0.339803694,0.394978666,0.244014467,0.423254037,0.391750249,0.212918519
-2.961990498,0.339911927,0.395150067,0.244029122,0.423229769,0.391894264,0.212952439
-2.959989997,0.340020259,0.395321371,0.244043888,0.423205361,0.39203859,0.212986282
-2.957989497,0.340128893,0.395492712,0.244058917,0.423180905,0.392183112,0.213020373
-2.955988997,0.340237721,0.395664187,0.244074137,0.423156524,0.392327718,0.213054514
-2.953988497,0.340346749,0.395835825,0.24408949,0.423132416,0.392472516,0.213088677
-2.951987997,0.340455674,0.396007964,0.244104695,0.423108199,0.392617393,0.213122774
-2.949987497,0.340564704,0.396180328,0.244120018,0.423083675,0.392762351,0.213156987
-2.947986997,0.340673402,0.396352827,0.244135375,0.423059253,0.392907902,0.213191244
-2.945986497,0.340781352,0.396525493,0.24415075,0.423034735,0.393053871,0.213225433
-2.943985996,0.340889308,0.396698256,0.244166094,0.423009365,0.393200027,0.213259841
-2.941985496,0.340998021,0.39687109,0.244181323,0.42298382,0.393346328,0.213294461
-2.939984996,0.341106686,0.3970439,0.244196586,0.42295835,0.393492714,0.213329104
-2.937984496,0.341215164,0.397216856,0.244211441,0.422932987,0.393639362,0.213363824
-2.935983996,0.341323662,0.397390084,0.244226007,0.422907781,0.393786344,0.213398641
-2.933983496,0.341432951,0.397563179,0.244241019,0.422883059,0.393933643,0.213433368
-2.931982996,0.341542817,0.397736395,0.24425628,0.422858147,0.394081087,0.213468034
-2.929982496,0.341652584,0.397909814,0.244272049,0.422832765,0.394228782,0.213502402
-2.927981995,0.341761951,0.39808345,0.244287869,0.422807153,0.394376793,0.213536881
-2.925981495,0.341871461,0.398257351,0.244303687,0.422781198,0.394525228,0.213571904
-2.923980995,0.34198088,0.398431406,0.244319391,0.422755174,0.394673898,0.213606985
-2.921980495,0.342090433,0.398605652,0.244335209,0.422729541,0.394822725,0.213642082
-2.919979995,0.342200483,0.398780004,0.244350884,0.422704247,0.394971667,0.213677108
-2.917979495,0.342310718,0.398954472,0.244366471,0.422678933,0.395120829,0.213712001
-2.915978995,0.34242072,0.399129185,0.244381948,0.422653038,0.395270203,0.213746864
-2.913978495,0.342530394,0.399304067,0.244397412,0.422626729,0.395419851,0.213781278
-2.911977994,0.342639732,0.39947896,0.244413126,0.42260014,0.395569727,0.213815911
-2.909977494,0.342749144,0.399653844,0.244428794,0.422573449,0.395719762,0.213850791
-2.907976994,0.342858557,0.399828728,0.244444461,0.422547418,0.395870267,0.213885718
-2.905976494,0.342967863,0.400003736,0.244460113,0.422521489,0.39602096,0.213920784
-2.903975994,0.343077226,0.400178968,0.24447592,0.422495391,0.396171681,0.213956079
-2.901975494,0.34318678,0.400354673,0.244492187,0.42246917,0.396322685,0.213991303
-2.899974994,0.343296731,0.400530392,0.244508389,0.422442739,0.396474102,0.214026171
-2.897974494,0.34340766,0.400706314,0.244524511,0.422415959,0.396625953,0.214060825
-2.895973993,0.343518894,0.400882605,0.244540132,0.42238936,0.396778133,0.214095811
-2.893973493,0.343629403,0.401059036,0.244555881,0.42236302,0.396930331,0.214130799
-2.891972993,0.343739287,0.401235491,0.244571908,0.422336658,0.397082725,0.214165733
-2.889972493,0.34384946,0.401412117,0.244588018,0.422309832,0.397235291,0.214200782
-2.887971993,0.343959938,0.401588849,0.244604134,0.42228278,0.397388228,0.214235817
-2.885971493,0.3440706,0.40176567,0.244620328,0.422255648,0.397541424,0.214270888
-2.883970993,0.344181384,0.401942619,0.244636421,0.422228996,0.397694843,0.214305616
-2.881970493,0.344292151,0.402119716,0.24465251,0.422202885,0.397848597,0.214340067
-2.879969992,0.344402818,0.402296976,0.244668578,0.422176044,0.398002703,0.214374822
-2.877969492,0.344513307,0.402474447,0.244684945,0.422149027,0.398156877,0.214409581
-2.875968992,0.344623841,0.402652179,0.244701437,0.422121914,0.398311287,0.214444338
-2.873968492,0.34473495,0.402830156,0.244718014,0.422094713,0.398465909,0.214479267
-2.871967992,0.344846,0.403008118,0.244734611,0.422067128,0.398620886,0.214514253
-2.869967492,0.344956862,0.403186101,0.244751038,0.422040288,0.398776118,0.214549174
-2.867966992,0.345067619,0.403364215,0.244767494,0.422013373,0.398931511,0.214583448
-2.865966492,0.345178442,0.40354253,0.244783972,0.421986802,0.399087279,0.214617549
-2.863965991,0.345289421,0.403721211,0.24480061,0.421959817,0.399243431,0.21465216
-2.861965491,0.34540053,0.403899971,0.244817302,0.421932362,0.399399776,0.214686777
-2.859964991,0.345511692,0.40407896,0.244834189,0.421904867,0.399556192,0.214721287
-2.857964491,0.345622652,0.404258082,0.244850947,0.421877542,0.399712829,0.21475574
-2.855963991,0.345733557,0.404437489,0.244867388,0.421850346,0.399869719,0.214790289
-2.853963491,0.345844404,0.404617129,0.244883755,0.421822935,0.400026771,0.214824607
-2.851962991,0.345956177,0.404797031,0.244899997,0.421795348,0.400184047,0.214858623
-2.849962491,0.346068347,0.404976922,0.244916619,0.421767762,0.400341429,0.214892727
-2.84796199,0.346180879,0.405157013,0.244933626,0.421740421,0.400499397,0.214926851
-2.84596149,0.346292954,0.405337414,0.244950635,0.421713073,0.400657857,0.214960781
-2.84396099,0.346404414,0.405517954,0.244967612,0.42168621,0.400816728,0.214994852
-2.84196049,0.346516067,0.405698527,0.244984777,0.4216591,0.400975958,0.215029049
-2.83995999,0.346627457,0.40587918,0.245001959,0.421632021,0.401135325,0.215063231
-2.83795949,0.346738847,0.406059833,0.245019141,0.421604725,0.401294791,0.215096815
-2.83595899,0.346850148,0.406240576,0.245036294,0.421577005,0.401454257,0.215130436
-2.83395849,0.3469612,0.406421618,0.245053511,0.421549204,0.401613814,0.215164055
-2.831957989,0.347072541,0.406603002,0.24507089,0.421521487,0.401773564,0.215197877
-2.829957489,0.347184874,0.40678483,0.24508796,0.421494365,0.401933629,0.21523134
-2.827956989,0.347297669,0.40696704,0.245104993,0.42146685,0.402094223,0.215264682
-2.825956489,0.347410171,0.407149287,0.245122185,0.421439282,0.402255155,0.215297936
-2.823955989,0.347523285,0.407331573,0.245139775,0.421411681,0.402416198,0.215331071
-2.821955489,0.347635907,0.407513884,0.245157262,0.421384019,0.402577481,0.215363743
-2.819954989,0.347748488,0.407696458,0.245175038,0.421356682,0.402738952,0.215396606
-2.817954489,0.347861074,0.407879043,0.245192764,0.421329705,0.402900733,0.215429704
-2.815953988,0.347973672,0.408061819,0.2452104,0.421302421,0.403062859,0.215462967
-2.813953488,0.348085889,0.408244999,0.245227871,0.421275041,0.403225167,0.215496246
-2.811952988,0.348197608,0.408428647,0.245245196,0.421247979,0.403388012,0.215528959
-2.809952488,0.34830912,0.408612326,0.24526253,0.421220574,0.403551006,0.215561741
-2.807951988,0.348420844,0.408796232,0.245279912,0.421192644,0.403714181,0.215594023
-2.805951488,0.348533607,0.40898031,0.245297714,0.421165332,0.403877767,0.215625936
-2.803950988,0.348646338,0.409164502,0.245315537,0.421138224,0.404041352,0.215657916
-2.801950488,0.348759818,0.409348698,0.245333397,0.421110874,0.404205064,0.215690335
-2.799949987,0.348873291,0.409532908,0.245351261,0.421083366,0.404368822,0.215722717
-2.797949487,0.348986355,0.409717707,0.245369256,0.421055601,0.404533216,0.215755063
-2.795948987,0.349099562,0.409902651,0.245387376,0.421027911,0.404697733,0.215787296
-2.793948487,0.349213017,0.410088035,0.245405553,0.421000868,0.404862822,0.215819238
-2.791947987,0.349326322,0.410273651,0.245424008,0.420974237,0.405028379,0.215850395
-2.789947487,0.349439372,0.410459289,0.245442308,0.420947589,0.405194026,0.215881431
-2.787946987,0.349552112,0.410645033,0.245460698,0.420920953,0.405359625,0.21591239
-2.785946487,0.349665122,0.410830835,0.245479166,0.420894072,0.405525454,0.215943467
-2.783945986,0.349778752,0.411016934,0.245497512,0.420866708,0.40569156,0.215974648
-2.781945486,0.349892855,0.411203245,0.24551605,0.420839024,0.405857776,0.216006178
-2.779944986,0.350007386,0.41138967,0.245534674,0.420811738,0.406024344,0.216037881
-2.777944486,0.350121807,0.411576471,0.245553349,0.420784594,0.406191241,0.216068829
-2.775943986,0.350236038,0.411763437,0.245571852,0.420757764,0.406358322,0.21609877
-2.773943486,0.350348814,0.411950831,0.245589923,0.420731003,0.406525646,0.216128908
-2.771942986,0.350461449,0.412138396,0.245608003,0.420704132,0.406693173,0.216159082
-2.769942486,0.350574121,0.412326069,0.245626276,0.420676981,0.406860969,0.216189366
-2.767941985,0.350687247,0.412513937,0.245644765,0.420649919,0.407029173,0.216219689
-2.765941485,0.350800487,0.412702207,0.24566347,0.420623137,0.407197604,0.216249969
-2.763940985,0.350914454,0.412890437,0.245682742,0.420596472,0.407366225,0.216280236
-2.761940485,0.351029077,0.41307884,0.245701821,0.420569908,0.407535204,0.216309877
-2.759939985,0.351144108,0.413267753,0.245720958,0.420543346,0.40770444,0.216339125
-2.757939485,0.351259427,0.41345699,0.245740146,0.42051704,0.407873802,0.216368185
-2.755938985,0.351374503,0.413646356,0.245759357,0.420490773,0.408043377,0.216397209
-2.753938485,0.35148961,0.413835916,0.245778566,0.420464428,0.408213493,0.216426282
-2.751937984,0.351604326,0.414025567,0.245797884,0.420438044,0.408383655,0.216455356
-2.749937484,0.351719142,0.414215167,0.245817211,0.420411652,0.408553824,0.216484438
-2.747936984,0.351833975,0.414404874,0.245836564,0.420385024,0.408724222,0.216513706
-2.745936484,0.351948709,0.414594869,0.245855995,0.420358517,0.408894859,0.216541969
-2.743935984,0.352062846,0.414785097,0.245875617,0.420331673,0.409065806,0.216570125
-2.741935484,0.352177216,0.414975677,0.245895188,0.420305821,0.409237297,0.216597848
-2.739934984,0.352291964,0.415166532,0.245914545,0.420280436,0.409409041,0.216625697
-2.737934484,0.352407107,0.415357699,0.245934214,0.42025491,0.409581144,0.216653651
-2.735933983,0.352522602,0.415549335,0.245954,0.420229052,0.40975334,0.216681575
-2.733933483,0.352637796,0.415741175,0.245973759,0.420202962,0.409925559,0.216709596
-2.731932983,0.352753355,0.415933237,0.245993555,0.420176917,0.410097873,0.216737095
-2.729932483,0.352869085,0.416125489,0.24601341,0.420151515,0.410270401,0.216764084
-2.727931983,0.35298414,0.416317988,0.246033113,0.420126169,0.410443154,0.216791221
-2.725931483,0.353099026,0.416510575,0.246052788,0.420100692,0.410616238,0.216818277
-2.723930983,0.353214646,0.416703571,0.246072534,0.420075353,0.410790048,0.216844832
-2.721930483,0.353330516,0.416896496,0.246092671,0.420049858,0.410964225,0.216871302
-2.719929982,0.353446433,0.417089662,0.246112941,0.420024465,0.411138519,0.216898052
-2.717929482,0.353562452,0.417283003,0.246133144,0.41999913,0.411312909,0.216924819
-2.715928982,0.353679029,0.41747649,0.246153321,0.419974499,0.411487569,0.216950798
-2.713928482,0.353795974,0.417670044,0.246173715,0.419950056,0.411662269,0.216976618
-2.711927982,0.353913102,0.417864076,0.246194276,0.41992539,0.41183706,0.217002441
-2.709927482,0.354029627,0.418058444,0.246215093,0.41990054,0.412012228,0.217028178
-2.707926982,0.354145982,0.418252806,0.246235975,0.419875515,0.412187611,0.217053876
-2.705926482,0.354262931,0.418447771,0.246256887,0.419850944,0.412363471,0.217078915
-2.703925981,0.354379248,0.418643021,0.246277705,0.419826826,0.412539645,0.217104056
-2.701925481,0.354495472,0.41883837,0.246298496,0.419802886,0.412715923,0.217129083
-2.699924981,0.354611503,0.419033959,0.246319333,0.419779038,0.412892231,0.217153475
-2.697924481,0.354727817,0.419229829,0.246340393,0.419755263,0.413068894,0.217177888
-2.695923981,0.354844855,0.419425837,0.246361415,0.419731446,0.413245794,0.217202401
-2.693923481,0.354962763,0.419621923,0.246382414,0.419707615,0.413423021,0.217226997
-2.691922981,0.355080504,0.419818289,0.246403195,0.419683778,0.413600489,0.217251694
-2.689922481,0.355198362,0.420014878,0.246424129,0.419660132,0.413778296,0.21727628
-2.68792198,0.355316392,0.420212197,0.24644505,0.419636524,0.413956531,0.217300275
-2.68592148,0.35543433,0.420409606,0.24646599,0.419613021,0.414134807,0.217323692
-2.68392098,0.355552287,0.420607172,0.246487184,0.419589844,0.414313324,0.217346537
-2.68192048,0.355669669,0.420804685,0.246508508,0.419567043,0.41449197,0.217369335
-2.67991998,0.355786796,0.421002313,0.246529935,0.419544419,0.414670838,0.217392124
-2.67791948,0.355904585,0.421200099,0.246551744,0.419522225,0.414849902,0.217415256
-2.67591898,0.356022205,0.421398439,0.246573812,0.419499811,0.415029279,0.217438423
-2.67391848,0.356140002,0.421596994,0.246595832,0.419476948,0.415208912,0.2174618
-2.671917979,0.356258733,0.421795924,0.246617573,0.419454046,0.4153889,0.217485069
-2.669917479,0.356377691,0.421995056,0.246639207,0.419432073,0.415569352,0.217506829
-2.667916979,0.356496678,0.422194182,0.246660823,0.419410366,0.41574984,0.217528411
-2.665916479,0.35661572,0.422393507,0.246682631,0.419388673,0.415930616,0.217549985
-2.663915979,0.356734879,0.42259317,0.246704771,0.419366976,0.416111872,0.217571542
-2.661915479,0.35685414,0.422792889,0.246726927,0.419345314,0.416293091,0.217593107
-2.659914979,0.356973616,0.422992784,0.246749228,0.419323614,0.41647443,0.217614675
-2.657914479,0.357093343,0.423193095,0.246771678,0.419302148,0.416655785,0.217636554
-2.655913978,0.35721251,0.423393538,0.246794399,0.419281133,0.416837331,0.217658051
-2.653913478,0.357331653,0.423594339,0.246817159,0.419260531,0.417019252,0.217678529
-2.651912978,0.357450878,0.423795562,0.246839638,0.419240295,0.417201737,0.217698822
-2.649912478,0.3575707,0.423997045,0.246861804,0.419220126,0.417384536,0.21771926
-2.647911978,0.357690361,0.424198554,0.246883894,0.419199835,0.417567701,0.217739824
-2.645911478,0.357810139,0.424400158,0.246905991,0.419179476,0.417751012,0.217760466
-2.643910978,0.357930454,0.424602058,0.246928236,0.419159214,0.417934456,0.217780937
-2.641910478,0.35805053,0.424804327,0.246950577,0.419138665,0.418118176,0.217801318
-2.639909977,0.358171195,0.425006856,0.246973176,0.419118561,0.418302048,0.217821124
-2.637909477,0.358292214,0.425209455,0.246996028,0.419098879,0.418485948,0.217840808
-2.635908977,0.358413689,0.425412183,0.247019075,0.41907973,0.418670313,0.217860267
-2.633908477,0.35853477,0.425615147,0.247041974,0.419060669,0.418855085,0.217879477
-2.631907977,0.358655818,0.425818407,0.247064886,0.419042129,0.419039976,0.217898535
-2.629907477,0.358776623,0.426021739,0.247088072,0.419023596,0.419224893,0.217917628
-2.627906977,0.358898004,0.426225212,0.247111544,0.419005537,0.419410094,0.217936587
-2.625906477,0.359019768,0.426429189,0.247135024,0.418987555,0.419595779,0.21795557
-2.623905976,0.359141606,0.426633267,0.24715849,0.418969675,0.419781727,0.217973855
-2.621905476,0.359264001,0.42683729,0.24718216,0.418951722,0.419967778,0.217992233
-2.619904976,0.359386406,0.42704153,0.24720582,0.418933918,0.420154097,0.218010639
-2.617904476,0.359509001,0.427246545,0.247229424,0.418916223,0.420340759,0.218028722
-2.615903976,0.359631984,0.427451742,0.247252977,0.418898732,0.420527684,0.218046814
-2.613903476,0.359755355,0.427657124,0.24727654,0.41888152,0.420714792,0.218064939
-2.611902976,0.359878532,0.427862518,0.247300144,0.418864627,0.420902105,0.218082884
-2.609902476,0.360000711,0.428068188,0.24732336,0.418848179,0.421089577,0.218100712
-2.607901975,0.360122821,0.428274095,0.247346709,0.418832155,0.421277309,0.218117863
-2.605901475,0.36024566,0.428480341,0.247370256,0.418816118,0.421465275,0.218135088
-2.603900975,0.360369044,0.428686725,0.247393902,0.418800022,0.421653316,0.21815239
-2.601900475,0.360492652,0.428893274,0.247417558,0.41878415,0.421841626,0.21816979
-2.599899975,0.360616765,0.429100399,0.247441254,0.418768832,0.422030666,0.218186856
-2.597899475,0.360740894,0.429307711,0.247465283,0.41875367,0.422220105,0.218203601
-2.595898975,0.36086461,0.429515204,0.24748933,0.418738999,0.422409613,0.21822057
-2.593898475,0.360988638,0.429722644,0.247513652,0.418724735,0.42259923,0.218236874
-2.591897974,0.361112755,0.429930231,0.247537995,0.418710367,0.422789116,0.218253142
-2.589897474,0.361237002,0.430137891,0.247562382,0.418696045,0.422979153,0.21826946
-2.587896974,0.361361391,0.430345636,0.247586707,0.418681953,0.423169321,0.218285972
-2.585896474,0.36148608,0.430553598,0.24761123,0.418668034,0.423359739,0.218302565
-2.583895974,0.361611653,0.430761954,0.247635904,0.418654275,0.423550422,0.218318987
-2.581895474,0.361738176,0.4309711,0.247660489,0.41864101,0.42374151,0.218334806
-2.579894974,0.361865112,0.431180574,0.247685023,0.418627953,0.42393279,0.218350458
-2.577894474,0.361991783,0.431390042,0.247709603,0.418615627,0.424124065,0.21836541
-2.575893973,0.362118247,0.431599471,0.247734214,0.418603403,0.424315729,0.218380813
-2.573893473,0.362244173,0.431809127,0.247758931,0.418591597,0.424507929,0.218396516
-2.571892973,0.362370041,0.432018962,0.247783774,0.418579811,0.424700291,0.218412272
-2.569892473,0.36249569,0.432229324,0.247808306,0.418568096,0.424892991,0.218427902
-2.567891973,0.362621708,0.432440016,0.247832919,0.418556852,0.425085859,0.218443461
-2.565891473,0.362748366,0.432650964,0.247857661,0.418545848,0.42527905,0.218458959
-2.563890973,0.362875122,0.432862073,0.247882403,0.418535348,0.425472496,0.218473732
-2.561890473,0.363001812,0.433073298,0.247907158,0.418524857,0.42566619,0.218488358
-2.559889972,0.363128876,0.4332851,0.247931862,0.418514385,0.425860075,0.218503068
-2.557889472,0.363256348,0.433497078,0.247956709,0.418504307,0.426054174,0.218517851
-2.555888972,0.363383997,0.433709307,0.247981412,0.418494642,0.426248436,0.218532676
-2.553888472,0.363511819,0.433921678,0.248006152,0.418485098,0.426442717,0.218547584
-2.551887972,0.363640297,0.434134138,0.248031211,0.418475734,0.426637472,0.218562604
-2.549887472,0.363768589,0.434346785,0.248056374,0.418466775,0.426832556,0.218577888
-2.547886972,0.363897496,0.434559695,0.248081743,0.418458792,0.427027953,0.218592308
-2.545886472,0.364026874,0.434773119,0.2481072,0.418451347,0.427223944,0.218606347
-2.543885971,0.364156526,0.434986641,0.248132594,0.418443689,0.427420031,0.218620368
-2.541885471,0.364286299,0.43520047,0.248157977,0.418436109,0.427616317,0.218634279
-2.539884971,0.364415219,0.435414576,0.248183345,0.41842872,0.427812952,0.218648175
-2.537884471,0.364544175,0.435628849,0.248208685,0.41842145,0.42800957,0.218662458
-2.535883971,0.364673634,0.435843232,0.248234099,0.418414362,0.428206315,0.218676902
-2.533883471,0.364803419,0.43605802,0.248259518,0.418408516,0.428403281,0.218691238
-2.531882971,0.364933271,0.436273235,0.248285117,0.418403467,0.428600427,0.218705198
-2.529882471,0.365063669,0.436488883,0.248310769,0.418398382,0.428797971,0.218719029
-2.52788197,0.36519408,0.436705068,0.248336142,0.418393091,0.428996275,0.218732846
-2.52588147,0.365324165,0.436921312,0.248361504,0.418387946,0.429194697,0.218746642
-2.52388097,0.365453915,0.437137716,0.248386973,0.418382482,0.42939338,0.21876055
-2.52188047,0.365584514,0.437354621,0.248412461,0.418377165,0.429592306,0.218774415
-2.51987997,0.365715547,0.437571531,0.248438144,0.41837227,0.42979142,0.218788539
-2.51787947,0.365846698,0.437788443,0.248463885,0.418368839,0.429990921,0.218802149
-2.51587897,0.365977579,0.438005938,0.248489351,0.418366217,0.430190661,0.218815666
-2.51387847,0.366108816,0.438223691,0.248514764,0.418363909,0.430390383,0.218829471
-2.511877969,0.366240747,0.43844164,0.248540389,0.418361524,0.430590508,0.218843051
-2.509877469,0.36637324,0.438660068,0.248566163,0.418359205,0.430790878,0.218856512
-2.507876969,0.366506105,0.438878762,0.248592052,0.418357012,0.430991587,0.218870008
-2.505876469,0.366638474,0.43909761,0.248618135,0.418355311,0.431192699,0.218883669
-2.503875969,0.366770355,0.439316619,0.248644385,0.418353174,0.431394052,0.218897586
-2.501875469,0.366902409,0.43953602,0.2486706,0.418352752,0.43159554,0.218911051
-2.499874969,0.367034787,0.439755542,0.248696814,0.4183524,0.431797054,0.218924566
-2.497874469,0.367167286,0.439975531,0.248723089,0.418352083,0.431999339,0.218937867
-2.495873968,0.367299798,0.440195499,0.248749387,0.418352223,0.432201708,0.218951282
-2.493873468,0.367433063,0.440415683,0.248775883,0.418352637,0.432404349,0.218964587
-2.491872968,0.367566409,0.440636306,0.248802566,0.418353182,0.432607105,0.218978067
-2.489872468,0.367699824,0.44085738,0.248829261,0.418353863,0.432810261,0.218991686
-2.487871968,0.367832942,0.441079336,0.248855435,0.418354866,0.433013766,0.219005296
-2.485871468,0.367966637,0.441301685,0.24888164,0.418357356,0.433217595,0.219018523
-2.483870968,0.368100725,0.44152427,0.248907877,0.418360364,0.433421765,0.219031833
-2.481870468,0.368234662,0.441747173,0.248934109,0.41836331,0.433626069,0.219045384
-2.479869967,0.368368246,0.441970367,0.24896024,0.418366076,0.433830905,0.219059027
-2.477869467,0.368502192,0.442193268,0.248986528,0.418368885,0.434035717,0.219072728
-2.475868967,0.368636761,0.442416259,0.249013006,0.418371912,0.434240892,0.219086322
-2.473868467,0.368771546,0.442639707,0.249039587,0.418375504,0.43444641,0.219099903
-2.471867967,0.368905772,0.442863632,0.24906632,0.418379878,0.43465228,0.219113515
-2.469867467,0.369040121,0.443087982,0.249093085,0.418384992,0.434858554,0.219126792
-2.467866967,0.36917421,0.44331275,0.24911989,0.418390202,0.435065018,0.219140149
-2.465866467,0.369308438,0.443537268,0.249146991,0.418395859,0.435271528,0.219153618
-2.463865966,0.369443171,0.443762508,0.249174263,0.418402249,0.435478286,0.219167289
-2.461865466,0.369578226,0.443988065,0.249201576,0.418409078,0.435685459,0.219181017
-2.459864966,0.36971373,0.444214061,0.249228744,0.418415682,0.435892816,0.219194876
-2.457864466,0.369849001,0.444440435,0.249255859,0.418422006,0.436100493,0.219208806
-2.455863966,0.369984792,0.44466699,0.249283176,0.418428882,0.436308844,0.219222659
-2.453863466,0.370120415,0.444893527,0.249310517,0.418436716,0.43651756,0.219236164
-2.451862966,0.370256253,0.445120274,0.24933804,0.418445039,0.43672631,0.219249933
-2.449862466,0.370392524,0.445347454,0.249365595,0.418454041,0.436935391,0.219263585
-2.447861965,0.370528752,0.445575278,0.249393043,0.418463275,0.437144722,0.219277342
-2.445861465,0.370664516,0.445803949,0.249420432,0.418472364,0.437354406,0.219291374
-2.443860965,0.370800352,0.446033109,0.249447779,0.418481872,0.43756425,0.219305592
-2.441860465,0.370936496,0.446262128,0.249475141,0.418491596,0.437774238,0.219319808
-2.439859965,0.371072833,0.446491641,0.249502498,0.418502342,0.437984794,0.219333773
-2.437859465,0.371209099,0.446721499,0.249530186,0.418513891,0.438195876,0.219347573
-2.435858965,0.371344993,0.446951431,0.249558012,0.418525541,0.438407367,0.21936138
-2.433858465,0.371480717,0.447181301,0.249585919,0.418536852,0.438618833,0.219375291
-2.431857964,0.371616362,0.447411146,0.249613926,0.418548253,0.438830671,0.219389581
-2.429857464,0.371752384,0.447642041,0.249641727,0.418560333,0.439042866,0.219404177
-2.427856964,0.371888845,0.447873602,0.249669486,0.418573028,0.439255436,0.219418823
-2.425856464,0.372025529,0.448105732,0.249697339,0.418586627,0.439468379,0.219433343
-2.423855964,0.37216274,0.448337879,0.249725679,0.418601132,0.439681675,0.219447613
-2.421855464,0.372299702,0.448570322,0.249754066,0.418615643,0.439895459,0.21946182
-2.419854964,0.372436924,0.448802959,0.249782769,0.418630111,0.440109339,0.219476172
-2.417854464,0.372574104,0.449035593,0.249811507,0.418644671,0.440323467,0.219490661
-2.415853963,0.372711421,0.449268667,0.249840241,0.418659548,0.440537846,0.219505332
-2.413853463,0.372849025,0.449501999,0.249869049,0.418674906,0.440752317,0.219520058
-2.411852963,0.372986392,0.449736019,0.249897788,0.418691463,0.440967127,0.219534792
-2.409852463,0.373124073,0.449970792,0.249926676,0.418708796,0.441182275,0.219549806
-2.407851963,0.373261548,0.450205354,0.249955511,0.418726408,0.441398251,0.219564655
-2.405851463,0.373398751,0.450440598,0.249984086,0.418744067,0.441614876,0.219579575
-2.403850963,0.373535631,0.450676158,0.250012784,0.41876179,0.441831926,0.219594572
-2.401850463,0.373672905,0.450912383,0.250041671,0.418779903,0.442049082,0.21960977
-2.399849962,0.37381019,0.451149056,0.250070635,0.418798276,0.442266619,0.219625019
-2.397849462,0.373947438,0.451386123,0.250100065,0.418816757,0.442484409,0.219640168
-2.395848962,0.374084558,0.451623022,0.250129385,0.418835267,0.442702196,0.219655611
-2.393848462,0.374221834,0.451860356,0.25015874,0.418854616,0.442920219,0.219671382
-2.391847962,0.374359375,0.452097858,0.250188168,0.418875523,0.443138748,0.219686936
-2.389847462,0.374497024,0.452336101,0.250217778,0.4188971,0.443357443,0.219702512
-2.387846962,0.3746347,0.45257492,0.250247458,0.418918901,0.443576862,0.219718042
-2.385846462,0.374771831,0.452814643,0.25027698,0.41894075,0.443796508,0.219733651
-2.383845961,0.374909418,0.453054293,0.250306559,0.418962166,0.444016616,0.219749191
-2.381845461,0.375047342,0.453293796,0.250336392,0.418983724,0.444237314,0.219764966
-2.379844961,0.37518538,0.453533653,0.25036661,0.419005936,0.444458158,0.219781331
-2.377844461,0.375323574,0.453773906,0.250396776,0.419028895,0.444679246,0.219797927
-2.375843961,0.375461947,0.45401439,0.250427055,0.419053526,0.444900938,0.219814406
-2.373843461,0.375600141,0.454255152,0.250457447,0.419078152,0.445122825,0.219830797
-2.371842961,0.375738267,0.454496106,0.2504879,0.419103232,0.445345226,0.219847067
-2.369842461,0.375876591,0.454737998,0.250518602,0.419128066,0.445568184,0.219863173
-2.36784196,0.376015137,0.454980509,0.25054937,0.419153031,0.445791215,0.219879528
-2.36584146,0.376152449,0.455223848,0.250580139,0.419178444,0.446014431,0.219896468
-2.36384096,0.376289831,0.455467571,0.250611023,0.419204292,0.446238041,0.219913793
-2.36184046,0.376427418,0.455711298,0.250641927,0.419230295,0.446461836,0.219931151
-2.35983996,0.376564954,0.455955415,0.250672821,0.419257417,0.446686476,0.219948156
-2.35783946,0.37670252,0.456200063,0.250703866,0.419284693,0.446911249,0.219965276
-2.35583896,0.376840315,0.456444991,0.250735013,0.419312403,0.447136733,0.219982371
-2.35383846,0.376978392,0.456690064,0.250766218,0.419341012,0.447362844,0.219999727
